drug,atc,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,molecular species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug,withdrawn flag,black_box warning,smiles,name,,,,,,,,
CHEMBL231884,C05CA53_C05CA03_,1,-1.09,3,-0.79,-0.44,7.31,None,608.55,15,15,8,8,43,NEUTRAL,608.55,608.1741,3,3,238.2,0.16,N,7,FALSE,FALSE,FALSE,0,FALSE,0,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,Barosmin_Flebosten_Flebaven_Insuven_Venosmine_Varinon_Diosven_Flebavena_Flebosmil_Daflon_Tovene_Ven-detrex_Hesperidin_Hemerven_Diovenor_Litosmil_Buchu resin_NSC-758417_Diosmin_Dioven_Diosmetin 7-rutinoside_,,,,,,,,
CHEMBL1463,J02AX01_D01AE21_,2,-0.51,1,-1.01,-0.95,8.16,None,129.09,3,4,2,3,9,NEUTRAL,129.09,129.0338,0,0,71.77,0.5,N,0,TRUE,FALSE,FALSE,1,FALSE,1,Nc1[nH]c(=O)ncc1F,RO-2-9915_RO-29915_Flourocytosine_Flucytosinum_Fluorocytosine_RO 2-9915_NSC-103805_Ancoban_Ancobon_Flucytosine_Ancotil_Alcobon_,,,,,,,,
CHEMBL1464,B01AA03_,0,3.61,3,0.94,2.74,5.56,None,308.33,4,4,1,1,23,ACID,308.33,308.1049,0,0,67.51,0.75,N,4,TRUE,TRUE,FALSE,0,FALSE,1,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,NSC-59813_Warfarin_,,,,,,,,
CHEMBL397420,B01AA07_,0,3.52,3,0.49,2.68,5.09,None,353.33,6,7,1,1,26,ACID,353.33,353.0899,0,0,110.65,0.43,N,5,FALSE,FALSE,FALSE,0,FALSE,0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,Sinthrome_Acenocoumarin_Acenocoumarol_Nicoumalone_Mini-sintrom_NSC-760052_,,,,,,,,
CHEMBL1465,B01AA04_,0,4.04,3,2.03,3.74,5.67,None,280.32,3,3,1,1,21,ACID,280.32,280.1099,0,0,50.44,0.74,N,3,TRUE,FALSE,FALSE,0,FALSE,0,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Phenprocoumarole_Liquamar_Marcumar_Phenprocoumarol_Phenprocoumon_Fencumar_Phenprocumone_Marcoumar_RO-1-4849_BS-7565_,,,,,,,,
CHEMBL1466,B01AA01_,2,2.9,4,-2.22,1.94,4.85,None,336.3,6,6,2,2,25,ACID,336.3,336.0634,0,0,100.88,0.55,N,2,TRUE,FALSE,FALSE,0,FALSE,0,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,Dicoumarolum_NSC-41834_NSC-17860_Dicoumarol_NSC-221570_Bishydroxycoumarin_Dicumarol_,,,,,,,,
CHEMBL231813,J05AP02_,1,2.45,1,2.58,2.58,11.86,0.3,679.86,8,13,4,4,49,NEUTRAL,679.86,679.4057,2,1,179.56,0.23,N,13,TRUE,FALSE,FALSE,0,FALSE,1,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,MP 424_LY 570310_Telaprevir_VRT-111950_VRT 111950_VX 950_Incivek_LY-570310_Incivo_VX-950_MP-424_,,,,,,,,
CHEMBL1467,M04AA01_M04AA51_,2,-0.4,0,-1.89,-1.76,7.83,0.09,136.11,3,5,2,2,10,NEUTRAL,136.11,136.0385,0,0,74.43,0.52,N,0,TRUE,TRUE,FALSE,0,FALSE,0,O=c1ncnc2[nH][nH]cc1-2,Lopurin_Zyloprim_Uricto_Zyloric_Xanthomax-300_Takanarumin_Hamarin 100_NSC-1390_BW 56-158_NSC-101655_Allopurinolum_Xanthomax-100_Hamarin 300_Aluline 300_Suspendol_Cosuric_Ledopur_Aluline 100_Aloral_Allopurinol_Caplenal_Zyloric-300_BW-56-158_,,,,,,,,
CHEMBL232943,,1,4.32,2,3.76,4.45,6.44,None,486.85,4,6,2,2,33,ACID,486.85,486.0969,0,0,84.5,0.47,N,6,FALSE,FALSE,FALSE,0,FALSE,0,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,Mk0686_MK-0686_MK0686_,,,,,,,,
CHEMBL444633,J04AB04_,1,4.62,1,3.94,3.88,6.88,7.87,847.02,14,15,5,5,61,NEUTRAL,847.02,846.4415,2,2,205.55,0.26,N,4,TRUE,FALSE,FALSE,0,FALSE,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,LM 427_LM-427_Mycobutin_Ansamycin_MYCOBUTIN_Rifabutin_,,,,,,,,
CHEMBL231779,B01AF02_,2,2.7,3,1.83,1.83,13.07,None,459.51,6,9,1,2,34,NEUTRAL,459.51,459.1907,0,0,110.76,0.63,N,5,TRUE,FALSE,FALSE,0,FALSE,1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Apixaban_Eliquis_BMS-562247-01_BMS-562247_,,,,,,,,
CHEMBL396416,R05CB03_,1,-0.78,0,-6.37,-3.3,1.84,9.14,179.2,4,5,3,4,11,ZWITTERION,179.2,179.0252,0,0,100.62,0.51,N,5,FALSE,FALSE,FALSE,0,FALSE,0,N[C@@H](CSCC(=O)O)C(=O)O,Pulmoclase_Carbocistein_Mucodyne_NSC-14156_Mucolex_Rhinathiol_R05CB03_L-carbocisteine_Carbocisteine_Siroxyl_Methista_Mucolase_LJ-206_Mucocis_Mucopront_L-carbocysteine_Pectox_Transbronchin_Carbocysteine_Mucodyne fte_Lisomucil_Reomucil_Carbocysteine, dl-_Loviscol_Mucofan_LJ 206_Dl-3-(carboxymethylthio)alanine_Carbocysteine dl-form_AHR-3053_NSC-68427_Carbocit_Muciclar_,,,,,,,
CHEMBL1469,,2,2.09,1,-0.04,2.5,4.81,None,164.2,1,2,1,1,12,ACID,164.2,164.0837,0,0,37.3,0.74,N,4,TRUE,FALSE,FALSE,1,FALSE,0,O=C(O)CCCc1ccccc1,Phenylbutyrate_Phenylbutanoic acid_,,,,,,,,
CHEMBL437765,S02AA12_A07AA13_J04AB03_D06AX15_S01AA16_,1,4.75,2,3.68,4.17,7.09,None,697.78,12,13,6,6,50,NEUTRAL,697.78,697.3098,3,3,201.31,0.14,N,2,TRUE,FALSE,FALSE,0,FALSE,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Rifomycin sv_Rifamycin_Rifamycin Sv_Rifamicine sv_Rifomycin_CB-01-11_M-14_,,,,,,,,
CHEMBL235668,,1,1.11,1,-1.36,0.78,10.49,11.34,242.67,5,6,3,3,16,BASE,242.67,242.0571,0,0,93.33,0.72,N,2,TRUE,FALSE,FALSE,0,FALSE,0,N=C1CCCN1Cc1nc(O)nc(O)c1Cl,Tipiracil_TPI (freebase)_MA-1_,,,,,,,,
CHEMBL1471,A04AD12_,1,4.95,3,4.51,5.22,6.59,3.63,534.43,5,7,2,2,37,NEUTRAL,534.43,534.1502,1,1,83.24,0.44,N,6,TRUE,FALSE,FALSE,0,FALSE,0,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,MK-869_Emend_NSC-748825_Cinvanti_L-754,030_MK-0869_Aprepitant_,,,,,,,
CHEMBL237500,A10BH05_,1,1.15,4,0.41,2.8,None,9.86,472.55,10,10,1,2,35,BASE,472.55,472.2335,0,0,116.86,0.44,N,4,TRUE,FALSE,FALSE,0,FALSE,0,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,BI-1356BS_Linagliptin_BS-1356-BS_Trajenta_BS 1356 BS_BI-1356-BS_Trazenta_BI 1356_BI-1356_BI 1356 BS_Tradjenta_,,,,,,,,
CHEMBL1472,V04CJ02_,1,-1.81,1,-3.33,-3.27,11.15,6.74,362.39,5,10,4,5,26,NEUTRAL,362.39,362.1703,0,0,150.28,0.47,N,6,FALSE,TRUE,FALSE,0,FALSE,0,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,5-oxo-pro-his-pro-nh2_Thypinone_Thyrotropin-releasing factor_SYNTHETIC TRH_Synthetic TRH_Protirelin_Trh-cambridge_Relefact trh_ABBOTT-38579_Protirelin, synthetic_Thyrel trh_Thyroliberin_Thyroid releasing hormone_Thyrotropin-releasing hormone_Lopremone_A-38579_NSC-760113_Thyrotropin releasing hormone_Protirelin tartrate_,,,,,,,
CHEMBL1473,D07AC17_R01AD08_R03BA05_R01AD58_,1,4.43,0,3.72,3.72,13.61,None,500.58,6,5,1,1,34,NEUTRAL,500.58,500.1844,1,1,80.67,0.58,N,4,FALSE,FALSE,TRUE,0,FALSE,0,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Flovent_CCI 18781_Opn-375_Nasofan_Aerivio spiromax_R01AD08_Seretide 100_FLOVENT_Armonair digihaler_Sirdupla_Fluticasone_Flovent diskus 250_Fluticasone propionate _Fluticaps_PF-00241939_Seretide 500_Seretide 125_Flixonase_Sereflo_Armonair respiclick_Pirinase_NSC-759889_Seretide 250_Airflusal forspiro_Flovent diskus 100_Fluticasone propionate_Fluticasone-17-propionate_Flixotide_Flovent hfa_Cutivate_Optinose_Flonase_Flonase allergy relief_Xhance_Seretide 50_Flovent diskus 50_Flutiform_CCI-18781_,,,,,,,,
CHEMBL238071,L01CA03_,1,2.73,3,0.82,2.79,11.34,8.68,753.94,10,12,5,6,55,BASE,753.94,753.4101,3,1,164.82,0.19,N,6,FALSE,FALSE,FALSE,0,FALSE,0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Vindesine_COMPOUND 112531_COMPOUND-112531_,,,,,,,,
CHEMBL392149,,1,-1.36,2,-1.89,-1.89,12.45,4.68,337.34,10,10,4,4,24,NEUTRAL,337.34,337.1386,0,0,134.78,0.53,N,4,FALSE,FALSE,FALSE,0,FALSE,0,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O,Tecadenoson_CVT-510_,,,,,,,,
CHEMBL236593,,1,4.1,3,3.04,3.04,12.32,0.97,566.53,6,9,2,2,40,NEUTRAL,566.53,566.2065,1,1,103.59,0.46,N,4,FALSE,FALSE,FALSE,0,FALSE,0,O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(O)nc3ncccc32)CC1,MK-0974_MK0974_Telcagepant_Mk-0974_,,,,,,,,
CHEMBL1475,D05AD01_D05BA01_,2,3.46,3,2.95,2.95,None,None,228.25,3,3,0,0,17,NEUTRAL,228.25,228.0786,0,0,43.35,0.55,N,0,TRUE,FALSE,FALSE,0,FALSE,0,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,NSC-71047_Trioxsalen_Trioxysalen_Tmp (psoralen)_Trisoralen_4,5',8-trimethylpsoralen_,,,,,,
CHEMBL1477,C10AA06_,1,4.88,2,1.15,2.67,4.05,5.58,459.56,5,6,3,3,33,ACID,459.56,459.2421,0,0,99.88,0.44,N,11,TRUE,FALSE,FALSE,0,TRUE,0,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Lipobay_Baycol_Cerivastatin_,,,,,,,,
CHEMBL238465,,1,1.8,1,-0.54,1.7,None,9.68,244.12,3,3,1,1,15,BASE,244.12,243.033,0,0,28.16,0.76,Y,1,FALSE,FALSE,FALSE,0,FALSE,0,Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl,A-422894.0_Sofinicline_ABT-894_,,,,,,,,
CHEMBL240597,A05AA01_,1,4.48,0,0.98,3.71,4.6,None,392.58,3,4,3,3,28,ACID,392.58,392.2927,0,0,77.76,0.66,N,4,TRUE,FALSE,FALSE,0,FALSE,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Chenodiol_Fluibil_Chenocedon_Chendol 125_Chenodeoxycholate_Chendol_Combidol_Chenocol_NSC-657949_Chenodesoxycholic acid_Cholanorm_Chenix_Xenbilox_Gallodesoxycholic acid_Chenic acid_Anthropodesoxycholic acid_Chendol 250_NSC-757798_Chenodeoxycholic acid_Anthropodeoxycholic acid_Chenofalk_Chenossil_Anthropododesoxycholic acid_Lithofalk_,,,,,,,,
CHEMBL1479,G03XA01_,1,4.22,1,3.46,3.46,None,0.25,337.46,3,3,1,1,25,NEUTRAL,337.46,337.2042,0,0,46.26,0.72,N,0,TRUE,FALSE,FALSE,0,FALSE,1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,WIN-17757_NSC-270916_WIN 17,757_Danocrine_Danazol_,,,,,,,
CHEMBL1480,C08CA02_,0,3.96,1,3.44,3.44,None,None,384.26,5,5,1,1,25,NEUTRAL,384.26,383.0691,0,0,64.63,0.8,N,4,TRUE,FALSE,FALSE,0,FALSE,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,H-154/82_Cabren_Felotens xl_NSC-760343_Plendil_Keloc sr_Felodipine_C08CA02_Folpik xl_Felogen xl_Neofel xl_Cardioplen xl_Preslow_Parmid xl_Vascalpha_Pinefeld xl_H 154/82_,,,,,,,,
CHEMBL1481,A10BB12_,1,3.07,1,2.18,3.12,4.32,None,490.63,5,9,3,3,34,ACID,490.63,490.225,0,0,124.68,0.54,N,7,TRUE,FALSE,FALSE,0,FALSE,0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,HOE 490_Glimepiride_Niddaryl_HOE-490_Amaryl_NSC-759809_,,,,,,,,
CHEMBL238804,B01AC27_,2,3.9,3,2.82,3.76,3.77,1.41,496.63,7,8,1,1,35,ACID,496.63,496.2144,0,0,101.49,0.38,N,12,TRUE,FALSE,FALSE,0,FALSE,0,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Uptravi_Selexipag_NS-304_ACT-293987_,,,,,,,,
CHEMBL1482,N07AB02_,0,0.18,0,-4.14,-4.14,None,None,161.22,2,4,1,2,11,NEUTRAL,161.22,161.1285,0,0,52.32,0.6,Y,3,TRUE,TRUE,FALSE,0,FALSE,0,CC(C[N+](C)(C)C)OC(N)=O,Bethanechol_,,,,,,,,
CHEMBL1483,P02CA03_,2,3.24,2,3.2,3.2,9.51,4.27,265.34,4,5,2,2,18,NEUTRAL,265.34,265.0885,0,0,67.01,0.83,N,4,TRUE,FALSE,FALSE,1,FALSE,0,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,NSC-220008_Valbazen_Albendazole_SK&F 62979_Zental_SK&F-62979_Andazol_Eskazole_Albendazolum_Zentel_Albenza_,,,,,,,,
CHEMBL393220,,1,6.31,4,2.43,5.39,4.31,None,1155.36,5,7,4,4,41,ACID,558.65,558.253,2,2,111.79,0.16,N,12,TRUE,FALSE,FALSE,0,FALSE,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],Atorvastatin calcium salt trihydrate_Atorvastatin calcium salt anhydrous_CI-981_Atorvastatin calcium hydrate_Atorvastatin calcium_Atorvastatin calcium anhydrous_NSC-758617_Atorvastatin calcium (anhydrous)_Lipitor_Atorvastatin calcium trihydrate_,,,,,,,,
CHEMBL1484,C08CA04_,0,3.68,2,2.78,3.56,None,8.1,479.53,8,9,1,1,35,NEUTRAL,479.53,479.2056,0,0,111.01,0.33,N,9,TRUE,TRUE,FALSE,0,FALSE,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,Nicardipine (stn)_Nicardipine_Perpidine_,,,,,,,,
CHEMBL191,C09CA01_,2,4.27,4,2.82,4.06,4.26,3.82,422.92,6,7,2,2,30,ACID,422.92,422.1622,0,0,92.51,0.44,N,8,TRUE,FALSE,FALSE,0,FALSE,1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Losartic_Angizaar_HGP-1405_Losartan_Allisartan_Dup-89_HGP1405_NSC-758699_Lozap_,,,,,,,,
CHEMBL240624,,2,2.16,5,2.07,2.72,None,7.94,503.57,12,12,1,2,37,NEUTRAL,503.57,503.2393,2,2,125,0.3,N,9,FALSE,FALSE,FALSE,0,FALSE,0,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,Preladenant_SCH 420814_MK-3814_SCH-420814_Sch-420814_,,,,,,,,
CHEMBL192,G04BE03_,2,1.61,3,1.16,1.23,7.63,5.98,474.59,8,10,1,1,33,NEUTRAL,474.59,474.2049,0,0,113.42,0.55,N,7,TRUE,TRUE,FALSE,0,FALSE,0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Patrex_Sildenafil_Sildenafil ratiopharm_Sildenafil teva_Sildenafil actavis_Viagra_Aphrodil_Vizarsin_UK-92480_Revatio_HIP0908_Nipatra_HIP-0908_,,,,,,,,
CHEMBL398435,B01AC24_,1,2.01,3,2.28,2.28,12.94,1.06,522.58,11,10,4,4,36,NEUTRAL,522.58,522.1861,1,2,138.44,0.23,N,10,TRUE,FALSE,FALSE,0,FALSE,1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,AR-C126532XX_Ticagrelor_Brilique_AZD6140_Possia_Brilinta_AZD-6140_,,,,,,,,
CHEMBL1486,,1,3.04,2,2.65,2.65,None,3.74,635.52,15,15,1,2,35,NEUTRAL,519.45,519.173,2,2,185.44,0.23,N,13,TRUE,FALSE,FALSE,1,FALSE,1,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,Viread_GSK-548470_Tenofovir_PMPA_Tenofovir df_Tenofovir disoproxil fumarate_GS-1278_PMPA Prodrug_PMPA-PRODRUG_GSK548470_GS-4331-05_GS-4331-05-_Virea_PMPA PRODRUG_Tenofoviri disoproxili fumaras_,,,,,,,,
CHEMBL1487,C10AA05_,1,6.31,4,2.43,5.39,4.31,None,558.65,5,7,4,4,41,ACID,558.65,558.253,2,2,111.79,0.16,N,12,TRUE,FALSE,FALSE,0,FALSE,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,Prevencor_Cardyl_Zarator_Tahor_Sortis_Atorvastatin_Lipitor_,,,,,,,,
CHEMBL1488,L01AD08_,2,0.35,1,0.39,0.41,8.76,None,252.1,3,5,2,2,15,NEUTRAL,252.1,251.0228,0,0,68.96,0.74,N,5,TRUE,FALSE,FALSE,0,FALSE,0,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,Uramustine_U-8344_NSC-34462_Uracil mustard_,,,,,,,,
CHEMBL1489,L01BC07_,1,-3.17,1,-3.07,-3.07,12.55,None,244.21,9,9,4,5,17,NEUTRAL,244.21,244.0808,0,0,143.72,0.43,N,2,FALSE,TRUE,FALSE,1,FALSE,0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,U-18,496_U-18496_Onureg_Ladakamycin_Vidaza_Azacitidine_5-azacitidine_NSC-102816_,,,,,,,
CHEMBL251940,N05AC01_,2,4.01,2,2.09,3.11,None,8.37,365.5,5,4,1,1,26,NEUTRAL,365.5,365.1562,0,0,50.5,0.89,N,4,FALSE,FALSE,FALSE,0,FALSE,0,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Periciazine_Pericyazine_Propericiazine_SKF-20716_SKF 20716_NSC-758641_Neulactil_RP-8909_RP 8909_,,,,,,,,
CHEMBL1490,N04AA01_,0,4.33,1,2.32,4.23,13.84,9.32,301.47,2,2,1,1,22,BASE,301.47,301.2406,0,0,23.47,0.87,N,5,TRUE,FALSE,FALSE,0,FALSE,0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,Apo-trihex_Trihexyphenidyl_NSC-12268_,,,,,,,,
CHEMBL253371,A03AX58_A03AX08_,2,4.57,2,2.55,5.46,None,10.44,281.44,1,1,0,0,21,BASE,281.44,281.2143,0,0,3.24,0.65,N,9,FALSE,FALSE,FALSE,0,FALSE,0,CCN(CCCc1ccccc1)CCCc1ccccc1,Phenpropamine_Alverine_,,,,,,,,
CHEMBL1491,C08CA01_,0,2.27,1,-0.37,1.64,None,9.45,408.88,7,7,2,3,28,BASE,408.88,408.1452,0,0,99.88,0.5,N,8,TRUE,FALSE,FALSE,0,FALSE,1,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,Norvasc_HGP-0904_Amlodipine_HGP0904_Astudal 5_Norvas_CKD-330 COMPONENT AMLODIPINE_Istin_,,,,,,,,
CHEMBL253376,R05CB02_,2,4.56,1,2.59,4.42,None,9.23,376.14,2,2,1,2,18,BASE,376.14,373.9993,0,0,29.26,0.78,N,3,FALSE,FALSE,FALSE,0,FALSE,0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,Fluibron_Bromhexine_,,,,,,,,
CHEMBL1492,R06AA07_R06AA57_,2,3.89,2,2.18,3.66,None,8.87,281.4,2,2,0,0,21,BASE,281.4,281.178,0,0,12.47,0.84,N,4,TRUE,FALSE,FALSE,0,FALSE,0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,Diphenylpyraline_,,,,,,,,
CHEMBL1493,G04BD02_,2,4.41,3,3.98,4.24,None,7.29,391.47,5,5,0,0,29,NEUTRAL,391.47,391.1784,0,0,59.75,0.6,N,5,TRUE,FALSE,FALSE,0,FALSE,0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,Bladuril_Flavoxate_,,,,,,,,
CHEMBL250270,C08CA13_,0,6.48,3,4.45,6.41,None,9.36,611.74,8,9,1,1,45,BASE,611.74,611.2995,2,2,111.01,0.14,N,12,FALSE,FALSE,FALSE,0,FALSE,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Lercanidipine_Lercanil_,,,,,,,,
CHEMBL1495,A03AA01_,0,2.73,1,0.86,2.62,11.54,9.27,344.46,5,5,1,1,25,BASE,344.46,344.21,0,0,62.13,0.83,N,5,TRUE,FALSE,FALSE,0,FALSE,0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,Oxyphencyclimine_,,,,,,,,
CHEMBL398338,,1,4.67,3,4.24,4.24,11.88,1.6,348.45,2,5,3,3,26,NEUTRAL,348.45,348.195,0,0,69.81,0.63,N,2,FALSE,FALSE,FALSE,0,FALSE,0,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,ABT-102_Abt-102_,,,,,,,,
CHEMBL252556,N06BX13_,2,3.46,0,3.57,3.57,None,None,338.44,5,5,1,1,24,NEUTRAL,338.44,338.2093,0,0,72.83,0.44,N,12,FALSE,FALSE,FALSE,0,FALSE,0,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Sovrima_Idebenone_Raxone_NSC-759228_Hydroxydecyl ubiquinone_Oristar hdu_,,,,,,,,
CHEMBL1496,C10AA07_,1,2.4,2,-1.24,1.92,4,None,481.55,7,9,3,3,33,ACID,481.55,481.1683,0,0,140.92,0.47,N,10,TRUE,FALSE,FALSE,0,FALSE,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,ZD4522_Rosuvastatin_Creston_X-plended_ZD-4522_,,,,,,,,
CHEMBL1497,A07EA04_H02AB01_S01CB04_D07XC01_S01BA06_C05AA05_D07AC01_R01AD06_S03BA03_R03BA04_S02BA07_,1,3.64,0,3.71,3.71,13.41,None,476.59,6,6,2,2,34,NEUTRAL,476.59,476.2574,0,0,100.9,0.57,N,6,FALSE,FALSE,TRUE,1,FALSE,1,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Betamethasone valerate_Valnac_Betnovate-n_Bettamousse_Beta-val_Rinderon v_Audavate_Stanoval_Betamethasone 17-valerate_Fucibet_Betamethasone (as valerate)_Bextasol_Betesil_Dermabet_NSC-755912_Tokuderm_Betaderm_Audavate rd_Betnovate-c_Xemacort_Valisone_Betameth val in coal tar_Betnovate rd_Luxiq_Betamethasoni valeras_Betacap_Betatrex_,,,,,,,,
CHEMBL404422,N05CA03_,2,0.94,0,1.35,1.61,7.48,None,212.25,3,5,2,2,15,NEUTRAL,212.25,212.1161,0,0,75.27,0.68,N,4,FALSE,FALSE,FALSE,0,FALSE,0,CCCCC1(CC)C(=O)NC(=O)NC1=O,Butobarbital_Soneryl_Butethal_Butobarbitone_Neonal_NSC-229336_,,,,,,,,
CHEMBL398440,D08AE05_,2,2.66,1,3.29,3.3,9.21,None,156.61,1,1,1,1,10,NEUTRAL,156.61,156.0342,0,0,20.23,0.61,Y,0,FALSE,FALSE,FALSE,0,FALSE,0,Cc1cc(O)cc(C)c1Cl,Chloroxylenol_NSC-4971_Parachlorometoxylenol_P-chloro-m-xylenol_,,,,,,,,
